gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B cell	Basal	CTL	Ciliated	Ciliated-diff	FOXN4	IRC	Ionocyte	MC	MoMa	NK	NKT	NKT-p	Neu	Secretory	Secretory-diff	Squamous	Treg	moDC	nrMa	pDC	rMa
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC05992FDC8	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC069F95780	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0DAD29856	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC02F06FF62	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0EC572716	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0F8D27FBC	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0EA3FC100	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC091173D82	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC07FB88720	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC035953E6B	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC01115AAD1	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0BD4C290F	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC053BBE2B1	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0DA5EFA18	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0F778DC8E	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0F590482E	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0BA41B0D3	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC090DB3159	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0FF018913	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC08BF895FC	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0D7F33CFB	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC040B3EFBC	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC09C06C70F	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC004A436C5	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC00BE2EEE3	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC08AA91C84	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0EAF80261	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC05D87F723	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0606C6896	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC01EA4FF6B	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC036D78A43	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC054484F7B	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC02392F4AF	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC01FFC9392	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0CA7B34A5	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC05CCF815E	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC07222A428	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC08D8A859F	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0814068D9	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0D870AE49	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0E4E54E13	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC08F797F90	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC035134F18	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC04B354AE3	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0FC645961	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC058845C44	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC09C0B5D08	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC039D075C6	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC04B0064C4	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC03DD752AB	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC052A417CB	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC08A98E7D4	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC03C093767	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0E0C50FCA	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC01E9FAC20	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC061137A41	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC01F1F24AA	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC08226CD3B	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0ADD7BEF0	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0EB600CAC	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC083EDDA21	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0CCF30377	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0CE6F5084	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC09DE07794	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC040C26CBD	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0F300DE24	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC00064A9CE	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC06873D10F	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0E3784FFB	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0D9B795CC	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a3b1 complex	CPI-SC04F2478E9	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a3b1 complex	CPI-SC02BFEEC8A	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a3b1 complex	CPI-SC0ED0520DD	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a3b1 complex	CPI-SC09938698A	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC06364D669	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC07BE7830D	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC0BC542ACC	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC0E9C058EB	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC01833C7FC	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC0A9EB628A	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC070D5A96F	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a5b1 complex	CPI-SC08B2AD7C6	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a5b1 complex	CPI-SC0C8B4C056	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a5b1 complex	CPI-SC0592EC3D0	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a5b1 complex	CPI-SC062C5C6C2	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a5b1 complex	CPI-SC058F72F90	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a6b1 complex	CPI-SC0EEF3A379	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a7b1 complex	CPI-SC0A2FE9693	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a8b1 complex	CPI-SC092C3E4DF	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a8b1 complex	CPI-SC01195CB48	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a9b1 complex	CPI-SC01AB9BED7	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a9b1 complex	CPI-SC056BF6CBB	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	a9b1 complex	CPI-SC062D34C2A	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	aVb1 complex	CPI-SC096929DB0	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGB1	P05556	True	ITB1_HUMAN	aVb1 complex	CPI-SC067AD890A	0.612	0.256	0.565	0.783	0.266	1.27	0.343	0.667	0.805	0.506	1.365	0.132	0.663	0.071	1.222	0.42	0.662	0.744	0.377	1.021	0.423	0.21
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC01C699B73	0.003	0.0	0.029	0.012	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.006	0.0	0.0	0.014	0.0	0.004	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC00A0B0892	0.003	0.0	0.029	0.012	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.006	0.0	0.0	0.014	0.0	0.004	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC07ECBFCA7	0.003	0.0	0.029	0.012	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.006	0.0	0.0	0.014	0.0	0.004	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0DA298BEC	0.003	0.0	0.029	0.012	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.006	0.0	0.0	0.014	0.0	0.004	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC067433F6B	0.003	0.0	0.029	0.012	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.006	0.0	0.0	0.014	0.0	0.004	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0B6F1A278	0.003	0.0	0.029	0.012	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.006	0.0	0.0	0.014	0.0	0.004	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0D19BAF15	0.003	0.0	0.029	0.012	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.006	0.0	0.0	0.014	0.0	0.004	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0F516B854	0.003	0.0	0.029	0.012	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.006	0.0	0.0	0.014	0.0	0.004	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC011F01833	0.003	0.0	0.029	0.012	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.006	0.0	0.0	0.014	0.0	0.004	0.0	0.0
