gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B cell	Basal	CTL	Ciliated	Ciliated-diff	IRC	Ionocyte	MC	MoMa	NKT	NKT-p	Secretory	Secretory-diff	Squamous	Treg	moDC	nrMa	pDC	rMa
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC01FFC9392	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0CA7B34A5	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC05CCF815E	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC07222A428	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC08D8A859F	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0814068D9	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0D870AE49	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0E4E54E13	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC08F797F90	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC035134F18	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC04B354AE3	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0FC645961	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC058845C44	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC09C0B5D08	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC039D075C6	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC04B0064C4	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC03DD752AB	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC052A417CB	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC08A98E7D4	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC03C093767	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0E0C50FCA	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC01E9FAC20	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC061137A41	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC01F1F24AA	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC08226CD3B	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0ADD7BEF0	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0EB600CAC	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC083EDDA21	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0CCF30377	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0CE6F5084	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC09DE07794	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC040C26CBD	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0F300DE24	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC00064A9CE	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC06873D10F	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0E3784FFB	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0D9B795CC	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a3b1 complex	CPI-SC04F2478E9	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a3b1 complex	CPI-SC02BFEEC8A	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a3b1 complex	CPI-SC0ED0520DD	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a3b1 complex	CPI-SC09938698A	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC06364D669	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC07BE7830D	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC0BC542ACC	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC0E9C058EB	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC01833C7FC	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC0A9EB628A	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC070D5A96F	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a5b1 complex	CPI-SC08B2AD7C6	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a5b1 complex	CPI-SC0C8B4C056	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a5b1 complex	CPI-SC0592EC3D0	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a5b1 complex	CPI-SC062C5C6C2	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a5b1 complex	CPI-SC058F72F90	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a6b1 complex	CPI-SC0EEF3A379	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a7b1 complex	CPI-SC0A2FE9693	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a9b1 complex	CPI-SC01AB9BED7	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a9b1 complex	CPI-SC056BF6CBB	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	a9b1 complex	CPI-SC062D34C2A	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	aVb1 complex	CPI-SC096929DB0	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGB1	P05556	True	ITB1_HUMAN	aVb1 complex	CPI-SC067AD890A	0.963	0.41	0.187	0.846	0.25	0.293	1.118	0.534	0.158	0.0	0.169	1.147	0.452	0.729	0.453	0.0	0.872	0.667	0.173
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC01C699B73	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC00A0B0892	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC07ECBFCA7	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0DA298BEC	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC067433F6B	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0B6F1A278	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0D19BAF15	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0F516B854	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC011F01833	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0FA79E269	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC02B111AB0	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0CE851065	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC07375C073	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0D6C777F2	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0F74C069F	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC041DEF0FB	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0C907A888	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC08B1D5269	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0F8101D41	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC087556B01	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC08E75294D	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0017F527E	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC00C0800EB	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0A3F146C2	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC008F4294F	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0A199B69E	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC015980AEB	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0F94B2CF9	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC05565E8CE	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0517A327B	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC067EE23E1	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC09DFB2ACA	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC090311934	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC05D8C0EF5	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0725E3A76	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0C9CBDD21	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0BA1D5E00	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC08938BB1C	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC02131C05A	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0BF16A11C	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC06B4C6DD5	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0B808E56A	0.0	0.0	2.114	0.011	0.011	0.0	0.0	0.0	0.0	0.0	0.017	0.013	0.013	0.01	0.793	0.0	0.0	0.0	0.0
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC089D4762F	0.0	0.0	2.114	0.011	0.011	0.0	0.0	0.0	0.0	0.0	0.017	0.013	0.013	0.01	0.793	0.0	0.0	0.0	0.0
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0F73E9099	0.0	0.0	2.114	0.011	0.011	0.0	0.0	0.0	0.0	0.0	0.017	0.013	0.013	0.01	0.793	0.0	0.0	0.0	0.0
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC016235D3A	0.0	0.0	2.114	0.011	0.011	0.0	0.0	0.0	0.0	0.0	0.017	0.013	0.013	0.01	0.793	0.0	0.0	0.0	0.0
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0BC63F8C0	0.0	0.0	2.114	0.011	0.011	0.0	0.0	0.0	0.0	0.0	0.017	0.013	0.013	0.01	0.793	0.0	0.0	0.0	0.0
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0672FBD31	0.0	0.0	2.114	0.011	0.011	0.0	0.0	0.0	0.0	0.0	0.017	0.013	0.013	0.01	0.793	0.0	0.0	0.0	0.0
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0545E2502	0.0	0.0	2.114	0.011	0.011	0.0	0.0	0.0	0.0	0.0	0.017	0.013	0.013	0.01	0.793	0.0	0.0	0.0	0.0
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC006E22794	0.0	0.0	2.114	0.011	0.011	0.0	0.0	0.0	0.0	0.0	0.017	0.013	0.013	0.01	0.793	0.0	0.0	0.0	0.0
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0458F68A5	0.0	0.0	2.114	0.011	0.011	0.0	0.0	0.0	0.0	0.0	0.017	0.013	0.013	0.01	0.793	0.0	0.0	0.0	0.0
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC09FDA4F45	0.0	0.0	2.114	0.011	0.011	0.0	0.0	0.0	0.0	0.0	0.017	0.013	0.013	0.01	0.793	0.0	0.0	0.0	0.0
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0F4BC2909	0.0	0.0	2.114	0.011	0.011	0.0	0.0	0.0	0.0	0.0	0.017	0.013	0.013	0.01	0.793	0.0	0.0	0.0	0.0
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC02AE206BE	0.0	0.0	2.114	0.011	0.011	0.0	0.0	0.0	0.0	0.0	0.017	0.013	0.013	0.01	0.793	0.0	0.0	0.0	0.0
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0A8E69BC5	0.0	0.0	2.114	0.011	0.011	0.0	0.0	0.0	0.0	0.0	0.017	0.013	0.013	0.01	0.793	0.0	0.0	0.0	0.0
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC05B6D413B	0.0	0.0	2.114	0.011	0.011	0.0	0.0	0.0	0.0	0.0	0.017	0.013	0.013	0.01	0.793	0.0	0.0	0.0	0.0
